"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Romania (RO)","11.01.2016 14:00 - 11.01.2016 15:00 (UTC)","998","728"
"Romania (RO)","11.01.2016 15:00 - 11.01.2016 16:00 (UTC)","1162","1248"
"Romania (RO)","11.01.2016 16:00 - 11.01.2016 17:00 (UTC)","1256","1339"
"Romania (RO)","11.01.2016 17:00 - 11.01.2016 18:00 (UTC)","1052","1300"
"Romania (RO)","11.01.2016 18:00 - 11.01.2016 19:00 (UTC)","1018","1109"
"Romania (RO)","11.01.2016 19:00 - 11.01.2016 20:00 (UTC)","1042","836"
"Romania (RO)","11.01.2016 20:00 - 11.01.2016 21:00 (UTC)","880","629"
"Romania (RO)","11.01.2016 21:00 - 11.01.2016 22:00 (UTC)","678","500"
"Romania (RO)","11.01.2016 22:00 - 11.01.2016 23:00 (UTC)","441","440"
"Romania (RO)","11.01.2016 23:00 - 12.01.2016 00:00 (UTC)","420","456"
"Romania (RO)","12.01.2016 00:00 - 12.01.2016 01:00 (UTC)","371","487"
"Romania (RO)","12.01.2016 01:00 - 12.01.2016 02:00 (UTC)","346","431"
"Romania (RO)","12.01.2016 02:00 - 12.01.2016 03:00 (UTC)","366","304"
"Romania (RO)","12.01.2016 03:00 - 12.01.2016 04:00 (UTC)","398","324"
"Romania (RO)","12.01.2016 04:00 - 12.01.2016 05:00 (UTC)","420","371"
"Romania (RO)","12.01.2016 05:00 - 12.01.2016 06:00 (UTC)","864","440"
"Romania (RO)","12.01.2016 06:00 - 12.01.2016 07:00 (UTC)","1334","705"
"Romania (RO)","12.01.2016 07:00 - 12.01.2016 08:00 (UTC)","1149","890"
"Romania (RO)","12.01.2016 08:00 - 12.01.2016 09:00 (UTC)","1224","716"
"Romania (RO)","12.01.2016 09:00 - 12.01.2016 10:00 (UTC)","1023","421"
"Romania (RO)","12.01.2016 10:00 - 12.01.2016 11:00 (UTC)","912","371"
"Romania (RO)","12.01.2016 11:00 - 12.01.2016 12:00 (UTC)","933","389"
"Romania (RO)","12.01.2016 12:00 - 12.01.2016 13:00 (UTC)","830","377"
"Romania (RO)","12.01.2016 13:00 - 12.01.2016 14:00 (UTC)","843","385"
"Romania (RO)","12.01.2016 14:00 - 12.01.2016 15:00 (UTC)","888","426"
"Romania (RO)","12.01.2016 15:00 - 12.01.2016 16:00 (UTC)","1174","566"
"Romania (RO)","12.01.2016 16:00 - 12.01.2016 17:00 (UTC)","1079","522"
"Romania (RO)","12.01.2016 17:00 - 12.01.2016 18:00 (UTC)","1107","624"
"Romania (RO)","12.01.2016 18:00 - 12.01.2016 19:00 (UTC)","1083","694"
