"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Norway (NO)","07.01.2016 21:00 - 07.01.2016 22:00 (UTC)","1264","21185"
"Norway (NO)","07.01.2016 22:00 - 07.01.2016 23:00 (UTC)","1256","19877"
"Norway (NO)","07.01.2016 23:00 - 08.01.2016 00:00 (UTC)","1262","18243"
"Norway (NO)","08.01.2016 00:00 - 08.01.2016 01:00 (UTC)","1272","17066"
"Norway (NO)","08.01.2016 01:00 - 08.01.2016 02:00 (UTC)","1274","16709"
"Norway (NO)","08.01.2016 02:00 - 08.01.2016 03:00 (UTC)","1273","16576"
"Norway (NO)","08.01.2016 03:00 - 08.01.2016 04:00 (UTC)","1269","16329"
"Norway (NO)","08.01.2016 04:00 - 08.01.2016 05:00 (UTC)","1263","17693"
"Norway (NO)","08.01.2016 05:00 - 08.01.2016 06:00 (UTC)","1272","20578"
"Norway (NO)","08.01.2016 06:00 - 08.01.2016 07:00 (UTC)","1280","22697"
"Norway (NO)","08.01.2016 07:00 - 08.01.2016 08:00 (UTC)","1288","23547"
"Norway (NO)","08.01.2016 08:00 - 08.01.2016 09:00 (UTC)","1290","24056"
"Norway (NO)","08.01.2016 09:00 - 08.01.2016 10:00 (UTC)","1287","24137"
"Norway (NO)","08.01.2016 10:00 - 08.01.2016 11:00 (UTC)","1291","24262"
"Norway (NO)","08.01.2016 11:00 - 08.01.2016 12:00 (UTC)","1275","23847"
"Norway (NO)","08.01.2016 12:00 - 08.01.2016 13:00 (UTC)","1268","23768"
"Norway (NO)","08.01.2016 13:00 - 08.01.2016 14:00 (UTC)","1253","24221"
"Norway (NO)","08.01.2016 14:00 - 08.01.2016 15:00 (UTC)","1256","24680"
"Norway (NO)","08.01.2016 15:00 - 08.01.2016 16:00 (UTC)","1242","24717"
"Norway (NO)","08.01.2016 16:00 - 08.01.2016 17:00 (UTC)","1245","24784"
"Norway (NO)","08.01.2016 17:00 - 08.01.2016 18:00 (UTC)","1251","24865"
"Norway (NO)","08.01.2016 18:00 - 08.01.2016 19:00 (UTC)","1243","24595"
"Norway (NO)","08.01.2016 19:00 - 08.01.2016 20:00 (UTC)","1241","24224"
"Norway (NO)","08.01.2016 20:00 - 08.01.2016 21:00 (UTC)","1245","23765"
"Norway (NO)","08.01.2016 21:00 - 08.01.2016 22:00 (UTC)","1241","23229"
"Norway (NO)","08.01.2016 22:00 - 08.01.2016 23:00 (UTC)","1243","22343"
"Norway (NO)","08.01.2016 23:00 - 09.01.2016 00:00 (UTC)","1224","22597"
"Norway (NO)","09.01.2016 00:00 - 09.01.2016 01:00 (UTC)","1206","21875"
"Norway (NO)","09.01.2016 01:00 - 09.01.2016 02:00 (UTC)","1205","21288"
"Norway (NO)","09.01.2016 02:00 - 09.01.2016 03:00 (UTC)","1204","20835"
"Norway (NO)","09.01.2016 03:00 - 09.01.2016 04:00 (UTC)","1204","20419"
"Norway (NO)","09.01.2016 04:00 - 09.01.2016 05:00 (UTC)","1204","20558"
"Norway (NO)","09.01.2016 05:00 - 09.01.2016 06:00 (UTC)","1204","21044"
"Norway (NO)","09.01.2016 06:00 - 09.01.2016 07:00 (UTC)","1218","22463"
"Norway (NO)","09.01.2016 07:00 - 09.01.2016 08:00 (UTC)","1230","23234"
"Norway (NO)","09.01.2016 08:00 - 09.01.2016 09:00 (UTC)","1233","23877"
"Norway (NO)","09.01.2016 09:00 - 09.01.2016 10:00 (UTC)","1230","24174"
"Norway (NO)","09.01.2016 10:00 - 09.01.2016 11:00 (UTC)","1226","24136"
"Norway (NO)","09.01.2016 11:00 - 09.01.2016 12:00 (UTC)","1225","24134"
"Norway (NO)","09.01.2016 12:00 - 09.01.2016 13:00 (UTC)","1234","24207"
"Norway (NO)","09.01.2016 13:00 - 09.01.2016 14:00 (UTC)","1229","24020"
"Norway (NO)","09.01.2016 14:00 - 09.01.2016 15:00 (UTC)","1229","24107"
"Norway (NO)","09.01.2016 15:00 - 09.01.2016 16:00 (UTC)","1228","24258"
"Norway (NO)","09.01.2016 16:00 - 09.01.2016 17:00 (UTC)","1234","24577"
"Norway (NO)","09.01.2016 17:00 - 09.01.2016 18:00 (UTC)","1235","24366"
"Norway (NO)","09.01.2016 18:00 - 09.01.2016 19:00 (UTC)","1223","23669"
"Norway (NO)","09.01.2016 19:00 - 09.01.2016 20:00 (UTC)","1219","22868"
"Norway (NO)","09.01.2016 20:00 - 09.01.2016 21:00 (UTC)","1219","22223"
"Norway (NO)","09.01.2016 21:00 - 09.01.2016 22:00 (UTC)","1217","21207"
"Norway (NO)","09.01.2016 22:00 - 09.01.2016 23:00 (UTC)","1213","20224"
"Norway (NO)","09.01.2016 23:00 - 10.01.2016 00:00 (UTC)","1201","18544"
"Norway (NO)","10.01.2016 00:00 - 10.01.2016 01:00 (UTC)","1194","16753"
"Norway (NO)","10.01.2016 01:00 - 10.01.2016 02:00 (UTC)","1199","16110"
"Norway (NO)","10.01.2016 02:00 - 10.01.2016 03:00 (UTC)","1201","15792"
"Norway (NO)","10.01.2016 03:00 - 10.01.2016 04:00 (UTC)","1197","15632"
"Norway (NO)","10.01.2016 04:00 - 10.01.2016 05:00 (UTC)","1194","15670"
