"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Sweden (SE)","09.01.2015 00:00 - 09.01.2015 01:00 (UTC)","n/e","3594"
"Sweden (SE)","09.01.2015 01:00 - 09.01.2015 02:00 (UTC)","n/e","3552"
"Sweden (SE)","09.01.2015 02:00 - 09.01.2015 03:00 (UTC)","n/e","3598"
"Sweden (SE)","09.01.2015 03:00 - 09.01.2015 04:00 (UTC)","n/e","3706"
"Sweden (SE)","09.01.2015 04:00 - 09.01.2015 05:00 (UTC)","n/e","4668"
"Sweden (SE)","09.01.2015 05:00 - 09.01.2015 06:00 (UTC)","n/e","6794"
"Sweden (SE)","09.01.2015 06:00 - 09.01.2015 07:00 (UTC)","n/e","9112"
"Sweden (SE)","09.01.2015 07:00 - 09.01.2015 08:00 (UTC)","n/e","9664"
"Sweden (SE)","09.01.2015 08:00 - 09.01.2015 09:00 (UTC)","n/e","9864"
"Sweden (SE)","09.01.2015 09:00 - 09.01.2015 10:00 (UTC)","n/e","10194"
"Sweden (SE)","09.01.2015 10:00 - 09.01.2015 11:00 (UTC)","n/e","10365"
"Sweden (SE)","09.01.2015 11:00 - 09.01.2015 12:00 (UTC)","n/e","10285"
"Sweden (SE)","09.01.2015 12:00 - 09.01.2015 13:00 (UTC)","n/e","10246"
"Sweden (SE)","09.01.2015 13:00 - 09.01.2015 14:00 (UTC)","n/e","10100"
"Sweden (SE)","09.01.2015 14:00 - 09.01.2015 15:00 (UTC)","n/e","10065"
"Sweden (SE)","09.01.2015 15:00 - 09.01.2015 16:00 (UTC)","n/e","10312"
"Sweden (SE)","09.01.2015 16:00 - 09.01.2015 17:00 (UTC)","n/e","10448"
"Sweden (SE)","09.01.2015 17:00 - 09.01.2015 18:00 (UTC)","n/e","9959"
"Sweden (SE)","09.01.2015 18:00 - 09.01.2015 19:00 (UTC)","n/e","9167"
"Sweden (SE)","09.01.2015 19:00 - 09.01.2015 20:00 (UTC)","n/e","8486"
"Sweden (SE)","09.01.2015 20:00 - 09.01.2015 21:00 (UTC)","n/e","7343"
