"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Portugal (PT)","11.01.2016 20:00 - 11.01.2016 21:00 (UTC)","2253","1063"
"Portugal (PT)","11.01.2016 21:00 - 11.01.2016 22:00 (UTC)","2157","1006"
"Portugal (PT)","11.01.2016 22:00 - 11.01.2016 23:00 (UTC)","2187","926"
"Portugal (PT)","11.01.2016 23:00 - 12.01.2016 00:00 (UTC)","2281","817"
"Portugal (PT)","12.01.2016 00:00 - 12.01.2016 01:00 (UTC)","2209","647"
"Portugal (PT)","12.01.2016 01:00 - 12.01.2016 02:00 (UTC)","2245","711"
"Portugal (PT)","12.01.2016 02:00 - 12.01.2016 03:00 (UTC)","1990","596"
"Portugal (PT)","12.01.2016 03:00 - 12.01.2016 04:00 (UTC)","2232","644"
"Portugal (PT)","12.01.2016 04:00 - 12.01.2016 05:00 (UTC)","2214","546"
"Portugal (PT)","12.01.2016 05:00 - 12.01.2016 06:00 (UTC)","2284","925"
"Portugal (PT)","12.01.2016 06:00 - 12.01.2016 07:00 (UTC)","2222","1123"
"Portugal (PT)","12.01.2016 07:00 - 12.01.2016 08:00 (UTC)","2297","1281"
"Portugal (PT)","12.01.2016 08:00 - 12.01.2016 09:00 (UTC)","2243","1278"
"Portugal (PT)","12.01.2016 09:00 - 12.01.2016 10:00 (UTC)","2239","1311"
"Portugal (PT)","12.01.2016 10:00 - 12.01.2016 11:00 (UTC)","2169","1267"
"Portugal (PT)","12.01.2016 11:00 - 12.01.2016 12:00 (UTC)","2190","1188"
"Portugal (PT)","12.01.2016 12:00 - 12.01.2016 13:00 (UTC)","2165","1223"
"Portugal (PT)","12.01.2016 13:00 - 12.01.2016 14:00 (UTC)","2147","1168"
"Portugal (PT)","12.01.2016 14:00 - 12.01.2016 15:00 (UTC)","2292","1238"
"Portugal (PT)","12.01.2016 15:00 - 12.01.2016 16:00 (UTC)","2346","1211"
"Portugal (PT)","12.01.2016 16:00 - 12.01.2016 17:00 (UTC)","2173","1145"
"Portugal (PT)","12.01.2016 17:00 - 12.01.2016 18:00 (UTC)","2366","1107"
"Portugal (PT)","12.01.2016 18:00 - 12.01.2016 19:00 (UTC)","2347","1082"
"Portugal (PT)","12.01.2016 19:00 - 12.01.2016 20:00 (UTC)","2350","1173"
"Portugal (PT)","12.01.2016 20:00 - 12.01.2016 21:00 (UTC)","2314","1338"
"Portugal (PT)","12.01.2016 21:00 - 12.01.2016 22:00 (UTC)","2241","1173"
"Portugal (PT)","12.01.2016 22:00 - 12.01.2016 23:00 (UTC)","2211","1233"
